repo,number,title,author,author_type,state,created_at,updated_at,closed_at,comments_count,html_url,days_to_close
bcsr,42,dummy issue,bryantal,User,closed,2021-06-01 14:16:53+00:00,2021-06-01T14:16:54Z,2021-06-01 14:16:54+00:00,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/42,1.1574074074074073e-05
bcsr,71,Zoomed in browser cannot see all content,sheggen,User,open,2022-03-28 18:48:30+00:00,2022-03-28T18:48:30Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/71,
bcsr,76, Provide Placeholder Database Credentials for Contributors,daizenj,User,open,2023-12-27 19:18:48+00:00,2023-12-27T19:18:48Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/76,
bcsr,77,Footer covers content on some pages,sheggen,User,open,2024-05-14 14:30:38+00:00,2024-05-14T14:30:38Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/77,
bcsr,80,Program and Division Chairs need to remind faculty to upload syllabi,sheggen,User,open,2025-09-10 15:41:26+00:00,2025-09-10T15:41:26Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/80,
bcsr,81,"Slow downloads of Fall/Spring terms, no user feedback",sheggen,User,open,2026-02-27 14:33:31+00:00,2026-02-27T14:33:31Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/81,
bcsr,84,Search-by-Name functionality,bakobagassas,User,open,2026-04-14 20:54:11+00:00,2026-04-14T20:54:59Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/84,
bcsr,85,Reduce Syllabus Upload Area Size on Courses Page,MImran2002,User,open,2026-08-11 15:53:59+00:00,2026-09-14T22:53:37Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/85,
bcsr,86,Refactor Syllabus Upload Display After Upload,MImran2002,User,open,2026-08-11 16:01:37+00:00,2026-09-10T15:47:06Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/86,
bcsr,87,Creating a Deadline Causes a NameError,MImran2002,User,open,2026-08-11 18:34:09+00:00,2026-09-12T22:52:32Z,,1,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/87,
bcsr,88,Add Calendar Date Picker for Deadline Creation,MImran2002,User,open,2026-08-11 18:43:30+00:00,2026-09-10T15:39:14Z,,0,https://github.com/BCStudentSoftwareDevTeam/bcsr/issues/88,
